20140421,39.9400,40.1500,39.7900,40.1300,22221200
20140422,39.9900,40.1400,39.8300,39.9600,27056700
20140423,39.6900,39.9900,39.4700,39.9900,24602800
20140424,39.8600,39.9700,39.3000,39.7400,42381600
20140425,39.9100,40.6800,39.7500,40.2900,56876800
20140428,40.8700,41.2900,40.0900,40.1400,50610200
20140429,40.5100,41.1900,40.3900,41.1000,29636200
20140430,40.4000,40.5000,40.1700,40.4000,35458700
20140501,40.0000,40.3600,39.9500,40.2400,28787400
20140502,39.6900,40.3400,39.6600,40.3100,43416600
20140505,39.4300,39.6400,39.3000,39.5200,22460900
20140506,39.0600,39.3500,38.9500,39.2900,27112400
20140507,39.4200,39.5100,38.5100,39.2200,41744500
20140508,39.6400,39.9000,38.9700,39.3400,32120400
20140509,39.5400,39.8500,39.3700,39.5400,29647600
20140512,39.9700,40.0200,39.6500,39.7400,22782600
20140513,40.4200,40.5000,39.8500,39.9200,27004800
20140514,40.2400,40.4500,40.0500,40.3000,18818700
20140515,39.6000,40.4000,39.5100,40.0900,37793200
20140516,39.8300,39.8400,39.2700,39.6700,29867100
20140519,39.7500,39.8200,39.4600,39.6100,24537400
20140520,39.6800,39.9400,39.4600,39.6800,21320900
20140521,40.3500,40.3500,39.7400,39.8000,22398700
20140522,40.1000,40.3500,39.8500,40.2900,20201800
20140523,40.1200,40.3700,40.0000,40.3700,18020000
20140527,40.1900,40.2600,39.8100,40.2600,26160600
20140528,40.0100,40.1900,39.8200,40.1400,25711500
20140529,40.3400,40.3500,39.9100,40.1500,19888200
20140530,40.9400,40.9700,40.2500,40.4500,34567600
20140602,40.7900,41.0900,40.6800,40.9500,18504300
20140603,40.2900,40.6800,40.2500,40.6000,18068900
20140604,40.3200,40.3700,39.8600,40.2100,23209000
20140605,41.2100,41.2500,40.4000,40.5900,31865200
20140606,41.4800,41.6600,41.2400,41.4800,24060500
20140609,41.2700,41.4800,41.0200,41.3900,15019200
20140610,41.1100,41.1600,40.8600,41.0300,15117700
20140611,40.8600,41.0700,40.7700,40.9300,18040000
20140612,40.5800,40.8800,40.2900,40.8100,29818900
20140613,41.2300,41.5700,40.8600,41.1000,26310000
20140616,41.5000,41.6100,41.0400,41.0400,24205300
20140617,41.6800,41.9100,40.3400,41.2900,22518600
20140618,41.6500,41.7400,41.1800,41.6100,27097000
20140619,41.5100,41.7700,41.3300,41.5700,19828200
20140620,41.6800,41.8300,41.3800,41.4500,47764900
20140623,41.9900,42.0000,41.6900,41.7300,18743900
20140624,41.7500,41.9400,41.5600,41.8300,26509100
20140625,42.0300,42.0500,41.4600,41.7000,20049100
20140626,41.7200,41.9400,41.4300,41.9300,23604400
20140627,42.2500,42.2900,41.5100,41.6100,74640000
20140630,41.7000,42.2100,41.7000,42.1700,30805500
20140701,41.8700,42.1500,41.6900,41.8600,26917000
20140702,41.9000,41.9000,41.5300,41.7300,20208100
20140703,41.8000,41.9900,41.5600,41.9100,15969300
20140707,41.9900,42.1200,41.7100,41.7500,21952400
20140708,41.7800,42.0000,41.6100,41.8700,31218200
20140709,41.6700,41.9900,41.5300,41.9800,18445900
20140710,41.6900,42.0000,41.0500,41.3700,21854700
20140711,42.0900,42.0900,41.4800,41.7000,24083000
20140714,42.1400,42.4500,42.0400,42.2200,21881100
20140715,42.4500,42.4700,42.0300,42.3300,28748700
20140716,44.0800,44.3100,42.4800,42.5100,63318000
20140717,44.5300,45.7100,44.2500,45.4500,82180304
20140718,44.6900,44.8400,44.2500,44.6500,43407500
20140721,44.8400,45.1600,44.2200,44.5600,37604400
20140722,44.8300,45.1500,44.5900,45.0000,43095800
20140723,44.8700,45.4500,44.6200,45.4500,52362900
20140724,44.4000,45.0000,44.3200,44.9300,30725300
20140725,44.5000,44.6600,44.3000,44.3000,26737700
20140728,43.9700,44.5100,43.9300,44.3600,29684200
20140729,43.8900,44.0900,43.6400,43.9100,27763100
20140730,43.5800,44.1000,43.2900,44.0700,31921400
20140731,43.1600,43.6900,43.0800,43.3800,31537500
20140801,42.8600,43.2500,42.6000,43.2100,31170300
20140804,43.3700,43.4700,42.8100,42.9700,34277400
20140805,43.0800,43.4600,42.8300,43.3100,26266400
20140806,42.7400,43.1700,42.2100,42.7400,24634000
20140807,43.2300,43.4500,42.6500,42.8400,30314900
20140808,43.2000,43.3200,42.9100,43.2300,28942700
20140811,43.2000,43.4500,43.0200,43.2600,20351600
20140812,43.5200,43.5900,43.0000,43.0400,21431100
20140813,44.0800,44.1800,43.5200,43.6800,22889500
20140814,44.2700,44.4200,44.0100,44.0800,19313200
20140815,44.7900,44.9000,44.4000,44.5800,41611300
20140818,45.1100,45.1100,44.6800,44.9400,26891100
20140819,45.3300,45.3400,44.8300,44.9700,28139500
20140820,44.9500,45.4000,44.9000,45.3400,24770500
20140821,45.2200,45.2500,44.8300,44.8400,22285500
20140822,45.1500,45.4700,45.0700,45.3500,18294500
20140825,45.1700,45.4400,45.0400,45.4000,16910000
20140826,45.0100,45.4000,44.9400,45.3100,14873100
20140827,44.8700,45.0000,44.7600,44.9000,21287900
20140828,44.8800,44.9800,44.6100,44.7500,17657600
20140829,45.4300,45.4400,44.8600,45.0900,21607600
20140902,45.0900,45.4600,44.8500,45.4300,22976800
20140903,44.9600,45.1100,44.5300,44.5300,33684500
20140904,45.2600,45.2700,44.7200,44.7400,26475500
20140905,45.9100,45.9300,45.1100,45.1100,36939400
20140908,46.4700,46.8000,45.9900,46.0200,45736700
20140909,46.7600,46.9700,46.4200,46.4700,40302400
20140910,46.8400,46.9400,46.2800,46.8200,27302400
20140911,47.0000,47.0000,46.4700,46.7400,29216400
20140912,46.7000,47.0200,46.6000,46.9100,38244700
20140915,46.2400,46.7100,46.1000,46.5400,37667600
20140916,46.7600,46.8500,46.2900,46.3900,27910600
20140917,46.5200,46.6900,46.2300,46.2600,38311900
20140918,46.6800,46.8300,46.4600,46.5900,35556600
20140919,47.5200,47.5700,46.6000,46.8100,202522400
20140922,47.0600,47.3800,46.9800,47.3000,38686100
20140923,46.5600,46.9800,46.4700,46.8500,33430300
20140924,47.0800,47.1100,46.3400,46.6300,26582700
20140925,46.0400,47.0900,46.0300,46.8800,33077400
20140926,46.4100,46.6200,45.7600,45.9300,27078800
20140929,46.4400,46.5600,45.7600,45.9800,26091000
20140930,46.3600,46.4800,46.0100,46.3700,33033100
20141001,45.9000,46.5300,45.8500,46.2700,38088400
20141002,45.7600,46.1000,45.6400,45.8300,25119400
20141003,46.0900,46.3000,45.6100,45.9800,32453200
20141006,46.0900,46.3000,45.9200,46.1200,20604000
20141007,45.5300,45.9300,45.4200,45.8600,25723700
20141008,46.7800,46.8900,45.3400,45.4800,33031000
20141009,45.8500,46.8000,45.7400,46.5000,34422800
20141010,44.0300,46.1200,43.9500,45.6000,51978100
20141013,43.6500,44.5600,43.4900,43.8200,37100200
20141014,43.7300,44.3800,43.5600,43.8700,38115700
20141015,43.2200,43.3900,42.1000,43.0000,60218700
20141016,42.7400,43.0800,42.2200,42.5300,49040400
20141017,43.6300,43.9400,42.7900,43.2000,40683300
20141020,44.0800,44.1400,42.8100,43.0600,34527900
20141021,44.8800,44.9800,44.1900,44.3600,36433800
20141022,44.3800,45.0700,44.2300,45.0000,33570900
20141023,45.0200,45.4500,44.5300,44.6200,45451900
20141024,46.1300,46.9000,45.1800,46.8300,61076700
20141027,45.9100,46.1000,45.7100,45.7100,30371300
20141028,46.4900,46.5000,45.7700,45.8600,29024600
20141029,46.6200,46.7000,46.3400,46.4400,30276100
20141030,46.0500,46.3200,45.7700,46.3200,30073900
20141031,46.9500,46.9700,46.4800,46.9400,35849700
20141103,47.4400,47.4600,46.7300,46.8900,23130400
20141104,47.5700,47.7300,47.2500,47.3000,21530800
20141105,47.8600,47.9000,47.2600,47.8000,22449600
20141106,48.7000,48.8600,47.7900,47.8600,33037800
20141107,48.6800,48.9200,48.2900,48.9200,28000600
20141110,48.8900,49.1500,48.5500,48.6500,36370100
20141111,48.8700,48.9500,48.6500,48.8500,23445200
20141112,48.7800,48.9200,48.5200,48.5600,22722000
20141113,49.6100,49.6500,48.7100,48.8100,26208800
20141114,49.5800,50.0500,49.3900,49.7400,29081700
20141117,49.4600,49.7100,49.1400,49.4100,30315500
20141118,48.7400,49.3300,48.7000,49.1300,23995500
20141119,48.2200,48.7500,47.9300,48.6600,26176800
20141120,48.7000,48.7000,47.8700,48.0000,21500700
20141121,47.9800,49.0500,47.5700,49.0200,42883100
20141124,47.5900,48.0000,47.3900,47.9900,35434200
20141125,47.4700,47.9700,47.4500,47.6600,28007900
20141126,47.7500,47.9900,47.2800,47.4900,27163600
20141128,47.8100,48.2000,47.6100,47.9500,21534400
20141201,48.6200,48.7800,47.7100,47.8800,31191600
20141202,48.4600,49.0500,48.2000,48.8400,25743000
20141203,48.0800,48.5000,47.8100,48.4400,23534800
20141204,48.8400,49.0600,48.2000,48.3900,30320400
20141205,48.4200,48.9700,48.3800,48.8200,27313400
20141208,47.7000,48.3500,47.4500,48.2600,26663100
20141209,47.5900,47.9200,47.0500,47.1100,24330500
20141210,46.9000,47.6600,46.7000,47.5800,30431800
20141211,47.1700,47.7400,46.6800,47.0800,29060400
20141212,46.9500,47.7300,46.6700,46.7800,34248400
20141215,46.6700,47.6700,46.5500,47.2000,29247800
20141216,45.1600,46.3400,45.1300,45.9000,47801400
20141217,45.7400,45.9500,44.9000,45.0500,34970900
20141218,47.5200,47.5200,46.3400,46.5800,40105600
20141219,47.6600,48.1000,47.1700,47.6300,64551200
20141222,47.9800,48.1200,47.7100,47.7800,26566000
20141223,48.4500,48.8000,48.1300,48.3700,23648100
20141224,48.1400,48.6400,48.0800,48.6400,11437800
20141226,47.8800,48.4100,47.8200,48.4100,13197800
20141229,47.4500,47.7800,47.2600,47.7000,14439500
20141230,47.0200,47.6200,46.8400,47.4400,16384700
20141231,46.4500,47.4400,46.4500,46.7300,21552500
20150102,46.7600,47.4200,46.5400,46.6600,27913900
20150105,46.3300,46.7300,46.2500,46.3700,39673900
20150106,45.6500,46.7500,45.5400,46.3800,36447900
20150107,46.2300,46.4600,45.4900,45.9800,29114100
20150108,47.5900,47.7500,46.7200,46.7500,29645200
20150109,47.1900,47.8200,46.9000,47.6100,23942800
20150112,46.6000,47.5400,46.3600,47.4200,23651900
20150113,46.3600,47.9100,46.0600,46.9700,35270600
20150114,45.9600,46.2400,45.6200,45.9600,29719600
20150115,45.4800,46.3800,45.4100,46.2200,32742300
20150116,46.2400,46.2800,45.1700,45.3100,35695300
20150120,46.3900,46.6500,45.5700,46.3000,36161900
20150121,45.9200,46.1400,45.4800,45.9400,39081100
20150122,47.1300,47.1400,46.0800,46.3800,35898000
20150123,47.1800,47.3900,46.8000,47.3600,26211600
20150126,47.0100,47.1300,46.2400,47.0000,42525500
20150127,42.6600,43.2000,42.1100,42.9500,169164000
20150128,41.1900,42.7900,41.1600,42.7400,84507104
20150129,42.0100,42.1200,40.7900,40.9300,63585300
20150130,40.4000,41.5800,40.3500,41.5500,78004896
20150202,41.2800,41.3700,40.2300,40.5900,50352500
20150203,41.6000,41.9300,41.0500,41.6300,52082400
20150204,41.8400,42.2100,41.3600,41.9400,41614800
20150205,42.4500,42.6400,41.8600,42.2200,36548200
20150206,42.4100,42.7900,42.1500,42.6800,34311700
20150209,42.3600,42.7400,42.2100,42.2400,31381100
20150210,42.6000,42.7700,42.1800,42.7400,29670700
20150211,42.3800,42.6500,42.2100,42.6500,38262500
20150212,43.0900,43.0900,42.5100,42.6600,33268800
20150213,43.8700,43.8700,43.1500,43.3800,40264900
20150217,43.5800,44.0000,43.1900,43.9700,33695700
20150218,43.5300,43.7000,43.3900,43.6300,27111700
20150219,43.5000,43.5300,43.0500,43.1800,27603400
20150220,43.8600,43.8800,43.2900,43.5100,29721100
20150223,44.1500,44.1900,43.6500,43.7000,32518800
20150224,44.0900,44.3000,43.9200,44.1500,25271700
20150225,43.9900,44.0900,43.8000,43.9500,29759800
20150226,44.0600,44.2300,43.8900,43.9900,28957300
20150227,43.8500,44.2000,43.6600,44.1300,33807700
20150302,43.8800,44.1900,43.5500,43.6700,31924000
20150303,43.2800,43.8300,43.0900,43.5600,31748600
20150304,43.0600,43.2100,42.8800,43.0100,25748700
20150305,43.1100,43.2400,42.8200,43.0700,23193500
20150306,42.3600,43.1100,42.1500,43.0000,36248800
20150309,42.8500,43.1300,42.1900,42.1900,32108000
20150310,42.0300,42.7100,42.0300,42.3500,39159700
20150311,41.9800,42.3700,41.8400,42.3100,32215300
20150312,41.0200,41.6500,40.8600,41.3300,59992500
20150313,41.3800,41.4700,40.6100,40.7000,58007700
20150316,41.5600,41.6400,41.2800,41.4700,35273500
20150317,41.7000,41.8300,41.1500,41.3700,31673400
20150318,42.5000,42.8300,41.3300,41.4300,44194800
20150319,42.2900,42.5900,42.2200,42.2600,33879100
20150320,42.8800,42.9800,42.4900,42.5600,71904496
20150323,42.8600,43.1300,42.7800,42.8800,26246100
20150324,42.9000,43.1700,42.7500,42.7800,25513300
20150325,41.4600,42.9300,41.4400,42.9200,43469900
20150326,41.2100,41.6100,40.9200,41.2200,37495600
20150327,40.9700,41.4300,40.8300,41.1200,34401400
20150330,40.9600,41.5400,40.9100,41.1000,35049700
20150331,40.6600,41.0300,40.5400,40.7800,34887200
20150401,40.7200,40.7600,40.3100,40.6000,36865300
20150402,40.2900,40.7400,40.1200,40.6600,37487500
20150406,41.5500,41.7800,40.1800,40.3400,39223700
20150407,41.5300,41.9100,41.3100,41.6100,28809400
20150408,41.4200,41.6900,41.0400,41.4600,24753400
20150409,41.4800,41.6200,41.2500,41.2500,25723900
20150410,41.7200,41.9500,41.4100,41.6300,28022000
20150413,41.7600,42.0600,41.3900,41.4000,30276700
20150414,41.6500,42.0300,41.3900,41.8000,24244400
20150415,42.2600,42.4600,41.6800,41.7600,27122700
20150416,42.1600,42.3400,41.8200,41.9500,22394200
20150417,41.6200,41.7400,41.1600,41.6700,41783500
20150420,42.9100,43.1700,41.6800,41.7300,45738800
